artifact_id,path,domain,artifact_type,authority,status,may_feed_canonical,validation_method,replaces_or_relates,note
CONTRACT-CEW-HUMAN-DECISION-001,automation/CEW_HUMAN_DECISION_INTAKE_CONTRACT_v1.json,CEW_PROMOTION_ORCHESTRATION,HUMAN_INTAKE_CONTRACT,PROCEDURE,CURRENT,YES,human-review-pack-validator,RECEIPT-CEW-PROMO-READINESS-001,"Defines the technician decision intake boundary. Decision fields start empty; CONFIRMED requires explicit human observation, direct-primary acknowledgement and target selection; intake cannot write canonical data."
RUN-CEW-HUMAN-DECISION-001,scripts/build_cew_f7_human_review_pack.py,CEW_PROMOTION_ORCHESTRATION,HUMAN_REVIEW_PACK_BUILDER,DERIVED,CURRENT,NO,GitHub Actions,CONTRACT-CEW-HUMAN-DECISION-001,"Builds the self-contained review pack retained as fallback/CI reference; native Control Room review is the preferred interactive product path."
RUN-CEW-HUMAN-DECISION-002,scripts/validate_cew_f7_human_review_pack.py,CEW_PROMOTION_ORCHESTRATION,VALIDATOR,DERIVED,CURRENT,NO,GitHub Actions,RUN-CEW-HUMAN-DECISION-001,"Requires four tasks, zero prefilled human decisions, embedded primary-source context and no canonical write or M0-G reopen."
CI-CEW-HUMAN-DECISION-001,.github/workflows/build-cew-f7-human-review-pack.yml,CEW_PROMOTION_ORCHESTRATION,CI_WORKFLOW,DERIVED,CURRENT,NO,GitHub Actions,"RUN-CEW-HUMAN-DECISION-001;RUN-CEW-HUMAN-DECISION-002","Builds the fallback/CI human review artifact; not the preferred native interactive path."
SCHEMA-CEW-HUMAN-RECEIPT-001,automation/CEW_HUMAN_DECISION_RECEIPT_SCHEMA_v1.json,CEW_PROMOTION_ORCHESTRATION,HUMAN_RECEIPT_SCHEMA,PROCEDURE,CURRENT,YES,human-receipt-validator,CONTRACT-CEW-HUMAN-DECISION-001,"Defines exact receipt fields, task/source binding rules, non-promotive outcomes, registered-target requirement and geometry-sensitive reopen requirement."
RUN-CEW-HUMAN-RECEIPT-001,scripts/validate_cew_human_decision_receipt.py,CEW_PROMOTION_ORCHESTRATION,HUMAN_RECEIPT_VALIDATOR,DERIVED,CURRENT,NO,GitHub Actions,SCHEMA-CEW-HUMAN-RECEIPT-001,"Validates task/residual identity, exact EvidenceRegion and SourceVersion, epistemic ceiling, target activation, authority acknowledgement and reopen requirements."
CI-CEW-HUMAN-RECEIPT-001,.github/workflows/validate-cew-human-decision-receipt.yml,CEW_PROMOTION_ORCHESTRATION,CI_WORKFLOW,DERIVED,CURRENT,NO,GitHub Actions,RUN-CEW-HUMAN-RECEIPT-001,"Receipt-validator gate; creates no synthetic accepted human decision and executes no canonical write."
CONTRACT-CEW-F7-PAYLOAD-001,automation/CEW_F7_PATCH_PAYLOAD_CONTRACT_v1.json,CEW_PROMOTION_ORCHESTRATION,PATCH_PAYLOAD_CONTRACT,PROCEDURE,CURRENT,YES,receipt-bridge-validator,RUN-CEW-PROMO-005,"Requires lossless target-specific payloads; directional reinforcement preserves separate upper/lower components and rejects generic aggregate substitution."
FIXTURE-CEW-F7-BRIDGE-001,analysis/cew/CEW_F7_HUMAN_RECEIPT_BRIDGE_FIXTURES_v1.json,CEW_PROMOTION_ORCHESTRATION,CONFORMANCE_FIXTURE,DERIVED,CURRENT,NO,receipt-bridge-validator,CONTRACT-CEW-F7-PAYLOAD-001,"Synthetic conformance receipts only; proves directional preservation and aggregate semantic block without masquerading as human evidence."
RUN-CEW-F7-BRIDGE-001,scripts/build_cew_f7_promotion_requests.py,CEW_PROMOTION_ORCHESTRATION,HUMAN_RECEIPT_BRIDGE,DERIVED,CURRENT,NO,GitHub Actions,RUN-CEW-HUMAN-RECEIPT-001,"Reuses the canonical human receipt validator and normalizes only validated receipts into non-writing F7 promotion requests."
RUN-CEW-F7-BRIDGE-002,scripts/validate_cew_f7_receipt_bridge.py,CEW_PROMOTION_ORCHESTRATION,VALIDATOR,DERIVED,CURRENT,NO,GitHub Actions,RUN-CEW-F7-BRIDGE-001,"Validates receipt bridge, lossless upper/lower reinforcement semantics, aggregate blocking and zero canonical write."
CONTRACT-CEW-F7-NATIVE-001,automation/CEW_F7_NATIVE_REVIEW_SERVICE_CONTRACT_v1.json,CEW_PROMOTION_ORCHESTRATION,NATIVE_REVIEW_SERVICE_CONTRACT,PROCEDURE,CURRENT,YES,native-review-validator,CONTRACT-CEW-HUMAN-DECISION-001,"Defines Project Control Room native human-review routes, no-prefill UI, runtime-only receipt audit and mandatory no-canonical-write pipeline."
RUN-CEW-F7-NATIVE-001,scripts/cew_f7_native_review_service.py,CEW_PROMOTION_ORCHESTRATION,NATIVE_REVIEW_SERVICE,DERIVED,CURRENT,NO,native-review-validator,CONTRACT-CEW-F7-NATIVE-001,"Serves Control Room review UI and POST receipt endpoint; invokes validator, bridge, promotion and semantic candidate logic; persists only append-only runtime audit receipts outside canonical paths."
RUN-CEW-F7-NATIVE-002,scripts/validate_cew_f7_native_review_service.py,CEW_PROMOTION_ORCHESTRATION,VALIDATOR,DERIVED,CURRENT,NO,GitHub Actions,RUN-CEW-F7-NATIVE-001,"Proves no-prefill UI, direct native submit, directional R08 candidate path, aggregate block, invalid acknowledgement rejection, fixture injection rejection and zero canonical write."
CI-CEW-F7-NATIVE-001,.github/workflows/validate-cew-f7-native-review-ui.yml,CEW_PROMOTION_ORCHESTRATION,CI_WORKFLOW,DERIVED,CURRENT,NO,GitHub Actions,"RUN-CEW-F7-NATIVE-002;RUN-CEW-HUMAN-RECEIPT-001","Validates syntax, authority, end-to-end native review semantics and live HTTP health; uploads only a non-authoritative preview artifact."
CONTRACT-CEW-WEB-001,automation/CEW_USER_WEB_PILOT_CONTRACT_v1.json,CEW_USER_RUNTIME,USER_WEB_RUNTIME_CONTRACT,PROCEDURE,CURRENT,YES,user-web-pilot-validator,CONTRACT-CEW-F7-NATIVE-001,"Defines authenticated single-operator browser access, persistent audit requirement and no-canonical-write authority boundary."
SCHEMA-CEW-WEB-AUDIT-001,automation/CEW_USER_WEB_PILOT_SUPABASE_v1.sql,CEW_USER_RUNTIME,RUNTIME_AUDIT_SCHEMA,PROCEDURE,CURRENT,YES,user-web-pilot-validator,CONTRACT-CEW-WEB-001,"Defines isolated append-only human receipt audit storage with update/delete rejection; runtime audit is not canonical engineering authority."
RUN-CEW-WEB-001,app.py,CEW_USER_RUNTIME,FASTAPI_ENTRYPOINT,DERIVED,CURRENT,NO,user-web-pilot-validator,CONTRACT-CEW-WEB-001,"Authenticated browser shell for Control Room and native F7 review; uses existing CEW pipeline and authorizes no canonical write."
RUN-CEW-WEB-002,scripts/cew_runtime_audit_store.py,CEW_USER_RUNTIME,RUNTIME_AUDIT_ADAPTER,DERIVED,CURRENT,NO,user-web-pilot-validator,SCHEMA-CEW-WEB-AUDIT-001,"Uses filesystem append-only storage in development and governed persistent storage in production; every backend advertised production-ready supports append and governed read-back, while production filesystem fallback is forbidden."
RUN-CEW-WEB-003,scripts/validate_cew_user_web_pilot.py,CEW_USER_RUNTIME,VALIDATOR,DERIVED,CURRENT,NO,GitHub Actions,CONTRACT-CEW-WEB-001,"Validates authentication guard, append-only audit semantics, production fail-closed behavior and zero canonical-write authority."
CONFIG-CEW-WEB-001,vercel.json,CEW_USER_RUNTIME,DEPLOYMENT_CONFIG,DERIVED,CURRENT,NO,user-web-pilot-validator,RUN-CEW-WEB-001,"Vercel FastAPI function configuration; secrets remain external project environment variables."
CI-CEW-WEB-001,.github/workflows/validate-cew-user-web-pilot.yml,CEW_USER_RUNTIME,CI_WORKFLOW,DERIVED,CURRENT,NO,GitHub Actions,"RUN-CEW-WEB-003;RUN-CEW-F7-NATIVE-002","Runs authenticated browser smoke plus inherited F7 authority gate before deployment."
CONTRACT-CEW-OAR-001,automation/CEW_OBJECT_ACQUISITION_CONTRACT_v1.json,CEW_OBJECT_ACQUISITION,MACHINE_CONTRACT,PROCEDURE,CURRENT,YES,cew-object-acquisition-validator,CONTRACT-CEW-WEB-001,"Governed OA-0/OA-1 contract. It defines candidate/family/review semantics but grants no canonical write, structural identity or human confirmation."
OBS-CEW-OAR-G4-001,automation/CEW_OAR_G4_COLUMN_PILOT_INPUT_v1.json,CEW_OBJECT_ACQUISITION,PILOT_INPUT,OBSERVATION,CURRENT,YES,cew-oar-g4-column-pilot-validator,CONTRACT-CEW-OAR-001,"Bounded document-derived 34-support G4/TAV-05S pilot input. Registration makes it an authoritative observation premise only; it is not a canonical EvidenceRegion set or human confirmation."
CONTRACT-CEW-OAR-G4-REGION-001,automation/CEW_OAR_G4_COLUMN_REGION_BINDING_v1.json,CEW_OBJECT_ACQUISITION,REGION_BINDING_CONTRACT,PROCEDURE,CURRENT,YES,cew-oar-g4-region-binding-validator,OBS-CEW-OAR-G4-001,"Governs normalized full-page evidence localization and explicit geometry confirmation. OAR classification, structural identity and canonical write remain separate and unauthorized."
PROCEDURE-CEW-OAR-001,docs/architecture/CEW_OBJECT_ACQUISITION_AND_PROJECT_MATERIAL_PLAN_v1.md,CEW_OBJECT_ACQUISITION,ARCHITECTURE_PROCEDURE,PROCEDURE,CURRENT,YES,cew-object-acquisition-validator,CONTRACT-CEW-OAR-001,"Governs the document acquisition -> object recognition -> prototypes/families -> similar search -> human validation -> canonical CAD object -> structural identity -> project material sequence; downstream authority gates remain explicit."
